Posted On,BHK,Rent_Floor,Total_Floors,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
2022-06-04,2,0,1,750,Carpet Area,Parnasree Pally,Kolkata,Unfurnished,Bachelors,1,Contact Owner,11000
2022-06-24,1,0,2,450,Super Area,Baghajatin,Kolkata,Unfurnished,Family,1,Contact Owner,6000
2022-06-19,3,1,2,1000,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,20000
2022-07-03,2,1,1,500,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,2,Contact Owner,7000
2022-06-19,4,0,1,1600,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,30000
2022-07-02,2,0,1,550,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,1,Contact Owner,7500
2022-06-21,1,1,2,550,Super Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,6500
2022-06-04,1,2,3,200,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3000
2022-06-30,2,1,2,650,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,5200
2022-06-22,2,1,1,1000,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,25000
2022-05-27,2,0,2,680,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,12500
2022-06-17,2,0,1,720,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,8500
2022-06-20,2,4,5,500,Carpet Area,Konnagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3500
2022-06-30,2,0,2,800,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-05-19,1,0,1,160,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3000
2022-06-19,2,1,2,1200,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,14000
2022-06-17,1,0,4,700,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,18000
2022-06-13,1,0,1,1000,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3500
2022-06-16,2,0,1,1250,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,16000
2022-05-06,4,0,3,1600,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,35000
2022-06-04,2,0,2,700,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,21000
2022-06-16,1,0,2,450,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4500
2022-06-04,2,1,3,839,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-07-01,1,0,3,230,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4500
2022-05-06,1,0,2,1800,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5500
2022-05-10,2,1,2,800,Super Area,Baguihati,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,8500
2022-05-27,1,0,1,500,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,5000
2022-05-22,2,0,1,620,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8500
2022-04-24,2,2,3,650,Carpet Area,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9000
2022-05-23,1,1,2,550,Super Area,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,7500
2022-04-23,2,1,3,450,Carpet Area,safuipara,Kolkata,Furnished,Bachelors,2,Contact Owner,7000
2022-04-24,3,1,2,1350,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,2,Contact Owner,15000
2022-05-06,2,2,2,600,Super Area,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,7000
2022-05-31,3,2,4,1200,Super Area,Belghoria,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,10000
2022-06-25,2,1,2,700,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,7000
2022-06-27,3,1,3,800,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,3200
2022-06-19,2,0,3,600,Carpet Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
2022-06-19,2,1,3,900,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-05-31,2,0,1,750,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-07-01,3,1,2,1250,Super Area,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-05-31,3,2,2,1000,Super Area,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,12000
2022-06-03,2,0,2,600,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-06-30,2,1,1,650,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5300
2022-06-24,2,2,3,450,Carpet Area,Liluah,Kolkata,Unfurnished,Bachelors,1,Contact Owner,5000
2022-06-11,3,0,2,800,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,8500
2022-06-19,3,0,3,1000,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000
2022-06-19,2,0,3,1000,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-06-25,3,5,5,1400,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,3,Contact Agent,25000
2022-06-11,2,1,4,600,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,7000
2022-06-13,2,0,3,723,Carpet Area,Narendrapur,Kolkata,Furnished,Family,1,Contact Owner,15000
2022-06-19,1,0,2,320,Carpet Area,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-06-17,2,0,3,900,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-05-27,3,0,2,1400,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,2,Contact Agent,40000
2022-06-24,1,1,2,2160,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,6000
2022-06-22,2,0,2,650,Carpet Area,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,15000
2022-06-16,2,1,1,800,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,6500
2022-06-08,3,2,3,800,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
2022-05-05,1,0,2,500,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5500
2022-06-28,3,1,2,1700,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
2022-04-27,1,0,2,130,Carpet Area,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
2022-05-14,1,0,3,505,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,15000
2022-07-04,4,0,3,4000,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,3,Contact Agent,30000
2022-05-22,3,0,2,1250,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,30000
2022-06-15,1,0,2,700,Carpet Area,My Own House,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-06-12,2,0,1,900,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner,15000
2022-06-26,1,1,1,650,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,6500
2022-06-29,2,0,1,750,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,4500
2022-05-07,2,0,3,450,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-06-25,1,1,2,350,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,6500
2022-06-12,1,1,2,480,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner,17500
2022-06-18,2,0,3,900,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10000
2022-05-24,1,0,2,200,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1500
2022-06-06,3,2,3,1100,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,25000
2022-04-28,2,1,2,800,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12000
2022-06-05,3,0,2,1000,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,7500
2022-06-11,1,1,2,800,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-06-29,1,-1,4,200,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3500
2022-06-26,3,1,2,1190,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-05-17,2,0,2,900,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent,14000
2022-05-28,2,0,2,1500,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-05-15,2,2,3,600,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6500
2022-05-14,3,0,4,800,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,10000
2022-05-09,2,1,2,800,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,2,Contact Owner,10500
2022-06-11,3,0,3,900,Carpet Area,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
2022-04-24,1,0,3,350,Carpet Area,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,5000
2022-06-29,2,0,2,800,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9000
2022-06-23,2,0,3,1600,Carpet Area,Jadavpur University,Kolkata,Unfurnished,Bachelors,2,Contact Owner,20000
2022-05-12,3,2,3,1012,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,35000
2022-04-29,3,0,2,1200,Carpet Area,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,2,Contact Owner,15000
2022-04-23,2,1,2,700,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,20000
2022-05-09,2,1,3,1000,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
2022-06-30,2,0,3,800,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8000
2022-05-05,1,0,1,500,Super Area,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3000
2022-05-20,3,0,1,1200,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,20000
2022-06-10,1,0,2,450,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent,9000
2022-06-25,3,0,2,950,Carpet Area,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,13000
2022-06-30,1,0,2,350,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,7000
2022-06-03,1,0,3,450,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,9000
2022-05-03,1,0,2,550,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,9000
2022-05-19,2,0,1,300,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,10000
2022-05-09,3,0,3,1250,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-06-22,2,2,3,700,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-05-31,3,0,3,812,Super Area,Hooghly,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,8000
2022-06-21,2,0,2,550,Super Area,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8000
2022-06-22,1,0,1,500,Super Area,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,5000
2022-06-23,1,1,2,320,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,Bachelors,1,Contact Owner,14000
2022-05-05,2,0,2,600,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-06-01,2,0,2,420,Carpet Area,Barasat,Kolkata,Unfurnished,Bachelors,1,Contact Owner,5000
2022-06-29,3,0,2,1100,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,12000
2022-06-29,1,3,4,220,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3200
2022-06-10,2,0,2,700,Carpet Area,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,8500
2022-06-06,3,0,2,1200,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,16000
2022-05-23,2,0,3,800,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,14000
2022-06-16,1,0,1,300,Carpet Area,Bansdroni,Kolkata,Furnished,Bachelors,1,Contact Agent,8000
2022-05-26,2,0,2,650,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-05-30,1,1,2,600,Super Area,Garia,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,8000
2022-06-08,1,0,3,350,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3000
2022-06-14,1,1,3,500,Carpet Area,Nalta,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3800
2022-06-10,1,1,1,400,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6500
2022-05-04,3,0,3,1750,Super Area,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000
2022-05-04,3,3,3,1600,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,30000
2022-06-13,1,0,2,300,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,8000
2022-06-25,2,1,3,1100,Super Area,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-06-22,2,0,3,830,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7200
2022-05-20,2,0,2,600,Carpet Area,2 BHK,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,7000
2022-06-01,1,1,2,500,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,2,Contact Owner,7000
2022-06-29,2,1,2,900,Carpet Area,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7500
2022-06-30,2,0,1,1250,Carpet Area,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner,8500
2022-06-03,2,0,2,700,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent,12000
2022-06-22,1,0,1,850,Carpet Area,Dakshineswar,Kolkata,Unfurnished,Bachelors,2,Contact Owner,8500
2022-06-29,2,0,1,550,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9500
2022-06-30,2,0,1,550,Carpet Area,"New Garia Metro, New Garia",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,7500
2022-06-15,2,0,1,1200,Super Area,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,12000
2022-06-15,3,0,1,1100,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,20000
2022-06-29,2,0,1,650,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
2022-06-15,3,0,1,1050,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,20000
2022-05-20,2,0,2,960,Super Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,6000
2022-05-30,2,1,1,650,Carpet Area,Joka,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,5500
2022-05-21,1,0,2,550,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
2022-05-21,2,0,1,500,Super Area,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,7000
2022-04-25,1,3,4,450,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1,Contact Owner,6500
2022-06-29,2,1,2,850,Super Area,Agarpara,Kolkata,Unfurnished,Bachelors,2,Contact Owner,10000
2022-07-01,1,0,3,300,Carpet Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,5200
2022-04-25,2,1,2,1000,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,13000
2022-05-24,2,1,3,500,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-05-12,2,0,3,756,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
2022-04-23,1,2,3,1000,Super Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15000
2022-05-05,1,1,2,150,Carpet Area,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-05-14,1,0,2,800,Carpet Area,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8000
2022-06-21,2,2,3,700,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,2,Contact Agent,8000
2022-06-17,1,3,3,420,Super Area,Em Bypass South East,Kolkata,Unfurnished,Bachelors,1,Contact Owner,5000
2022-06-21,2,0,1,800,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1,Contact Agent,10000
2022-06-24,2,2,3,288,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,12000
2022-06-11,2,0,1,900,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,8000
2022-07-03,2,1,1,850,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,21000
2022-06-07,1,1,1,350,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,5000
2022-04-27,2,0,2,600,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9000
2022-06-26,2,0,2,1600,Carpet Area,Kalyani,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,8000
2022-06-11,2,2,3,986,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,7000
2022-07-03,3,1,3,1330,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,35000
2022-05-14,3,0,3,1300,Super Area,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-05-22,2,0,2,800,Carpet Area,Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,6200
2022-05-26,2,1,4,800,Carpet Area,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9900
2022-07-03,2,0,3,850,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,7000
2022-05-10,1,1,3,322,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,5000
2022-06-19,2,0,2,800,Carpet Area,Agarpara,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,6500
2022-07-03,4,0,2,1500,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent,40000
2022-06-08,3,1,2,3500,Super Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,40000
2022-06-26,2,1,2,957,Carpet Area,Dasnagar,Kolkata,Furnished,Bachelors,2,Contact Owner,12000
2022-05-18,1,1,3,850,Carpet Area,Baksara,Kolkata,Unfurnished,Bachelors,1,Contact Owner,6500
2022-06-23,2,0,2,900,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner,10000
2022-06-29,2,0,2,600,Super Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,15000
2022-05-09,1,0,5,350,Carpet Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,5000
2022-06-18,2,0,2,800,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-05-31,2,1,2,320,Carpet Area,"Baishnabghata Patuli, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-04-29,3,0,4,800,Carpet Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,15000
2022-07-03,2,1,1,700,Carpet Area,Baghajatin,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,10000
2022-07-04,2,1,2,1200,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent,22000
2022-05-23,2,1,2,750,Carpet Area,Ramchandrapur north,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
2022-07-04,3,0,3,1200,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent,35000
2022-06-12,2,0,4,450,Carpet Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-06-26,3,0,2,1430,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
2022-05-09,2,1,3,450,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,6000
2022-06-28,4,0,1,800,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,35000
2022-06-03,1,1,2,400,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-04-23,2,1,2,650,Super Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8000
2022-06-07,1,1,2,450,Carpet Area,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-05-24,2,0,4,600,Super Area,Belgharia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-06-10,3,1,3,1200,Carpet Area,Lake Town,Kolkata,Unfurnished,Family,2,Contact Owner,15000
2022-05-13,2,3,3,700,Carpet Area,Baguiati,Kolkata,Unfurnished,Bachelors,1,Contact Owner,9000
2022-05-13,1,0,1,300,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors,1,Contact Agent,5000
2022-05-26,3,1,4,1200,Super Area,"Ramkrishna Pally, Kaikhali",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,8000
2022-07-03,3,0,1,1300,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,35000
2022-06-27,1,0,1,400,Super Area,"Shyam Villa V, Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,5500
2022-07-03,3,0,2,1320,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent,35000
2022-04-24,2,0,1,1000,Super Area,"Anandapuri, Barrackpore",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,11000
2022-04-28,2,1,2,700,Carpet Area,"Sarat Ghosh Garden, Dhakuria",Kolkata,Unfurnished,Bachelors,1,Contact Owner,10000
2022-05-10,2,0,2,800,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,6500
2022-06-08,2,0,3,900,Super Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,6000
2022-04-23,3,0,2,1700,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,36125
2022-06-28,2,0,2,600,Carpet Area,Purba Putiary,Kolkata,Unfurnished,Bachelors,1,Contact Owner,6800
2022-06-20,2,1,2,850,Carpet Area,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner,8500
2022-05-22,2,1,3,550,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,1,Contact Owner,5000
2022-06-30,1,0,2,650,Carpet Area,"Garia Station, Garia",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,6500
2022-04-23,1,0,1,800,Carpet Area,Santragachi,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,6500
2022-05-31,2,0,2,475,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4500
2022-06-19,1,0,1,200,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,6000
2022-06-03,1,0,2,400,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,10000
2022-05-18,1,0,2,500,Super Area,"Madurdaha, Hussainpur",Kolkata,Furnished,Bachelors/Family,1,Contact Agent,12000
2022-06-19,2,2,3,550,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,12000
